timestamp,cpu_total,cpu_idle,cpu_user,load_min1,load_min5,load_min15,mem_used,mem_percent,network_lo_rx,network_lo_tx
2021-01-01 00:10:15,31.6,65.09,30.07,1.076,1.037,0.743,2520319858,63.01,551826,515745
2021-01-01 00:10:16,31.74,64.77,30.55,0.937,1.199,0.843,2027431970,50.69,292235,455154
2021-01-01 00:10:17,27.73,74.0,23.95,1.47,1.287,0.906,2043164528,51.08,685558,446592
2021-01-01 00:10:18,27.1,70.32,22.77,0.92,0.956,0.737,2232936029,55.82,604525,458200
2021-01-01 00:10:19,33.78,66.44,29.4,1.393,1.475,0.947,2021990608,50.55,346166,516088
2021-01-01 00:10:20,47.26,51.21,43.54,1.979,1.417,1.035,2329910011,58.25,289580,379935
2021-01-01 00:10:21,28.63,70.13,23.81,0.969,0.403,0.19,2087486675,52.19,502961,612441
2021-01-01 00:10:22,5.56,91.27,2.52,0.658,0.657,0.594,2040662394,51.02,387975,385243
2021-01-01 00:10:23,13.72,83.2,9.06,0.213,0.121,0.138,1790236145,44.76,596149,327294
2021-01-01 00:10:24,12.78,86.9,7.91,0.59,0.197,0.069,1716419876,42.91,539400,599115
2021-01-01 00:10:25,44.67,55.32,40.28,1.861,1.473,1.039,1052273595,26.31,512337,456307
2021-01-01 00:10:26,46.39,48.13,44.15,1.839,1.617,1.046,2370235039,59.26,442974,507045
2021-01-01 00:10:27,34.86,61.07,33.08,1.005,0.774,0.693,1956017883,48.9,660000,565463
2021-01-01 00:10:28,35.63,63.78,32.43,1.686,1.192,0.996,1879880796,47.0,575345,428056
2021-01-01 00:10:29,20.71,79.34,17.9,1.052,0.797,0.627,1414487811,35.36,560316,513714
2021-01-01 00:10:30,59.93,37.52,55.42,2.195,1.752,1.382,1807966170,45.2,620005,564821
2021-01-01 00:10:31,11.39,85.84,9.99,0.668,0.148,0.119,1768494062,44.21,398113,664323
2021-01-01 00:10:32,35.56,60.51,33.53,1.535,1.199,0.916,1761568073,44.04,628473,448894
2021-01-01 00:10:33,42.72,56.46,38.72,1.325,0.791,0.676,2099850842,52.5,473539,453705
2021-01-01 00:10:34,50.52,47.66,49.14,1.765,1.544,1.08,2036674565,50.92,533472,556332
2021-01-01 00:10:35,58.67,38.0,56.39,2.688,1.838,1.294,1591611219,39.79,484353,520859
2021-01-01 00:10:36,25.03,75.16,22.48,1.094,1.078,0.848,1610647670,40.27,312213,486296
2021-01-01 00:10:37,35.12,63.89,31.63,1.235,0.906,0.699,1610096434,40.25,595734,659268
2021-01-01 00:10:38,52.92,43.43,51.29,1.859,1.379,0.89,2543157826,63.58,317551,331756
2021-01-01 00:10:39,56.49,43.34,52.05,2.105,1.743,1.001,2447816788,61.2,403347,357825
2021-01-01 00:10:40,38.59,57.71,35.8,1.41,0.955,0.651,1744310300,43.61,454717,332911
2021-01-01 00:10:41,9.94,87.76,5.27,0.144,0.171,0.0,1407021704,35.18,304638,620167
2021-01-01 00:10:42,37.43,58.82,34.56,0.975,0.633,0.344,2038413272,50.96,389937,551472
2021-01-01 00:10:43,59.72,40.15,57.62,2.731,2.073,1.364,2014082034,50.35,524482,362925
2021-01-01 00:10:44,39.41,58.99,37.84,1.868,1.575,1.046,2095075096,52.38,465334,487696
2021-01-01 00:10:45,37.23,58.57,36.21,1.107,0.658,0.543,2222412167,55.56,473584,497232
2021-01-01 00:10:46,73.33,22.19,70.2,2.974,2.126,1.592,2135511186,53.39,408499,279078
2021-01-01 00:10:47,32.61,61.81,31.18,1.034,0.877,0.664,1665068140,41.63,504618,518827
2021-01-01 00:10:48,36.37,59.15,33.8,1.376,1.096,0.83,2088212326,52.21,467475,382245
2021-01-01 00:10:49,26.5,73.04,23.15,0.957,0.799,0.625,2256147072,56.4,335903,570666
2021-01-01 00:10:50,7.22,90.31,5.11,0.16,0.194,0.0,1782799483,44.57,479908,385305
2021-01-01 00:10:51,17.42,79.46,15.72,1.298,1.05,0.736,2089986940,52.25,375808,521915
2021-01-01 00:10:52,42.65,58.51,38.55,1.574,1.381,0.787,1834165784,45.85,589769,629457
2021-01-01 00:10:53,56.67,45.93,51.89,2.025,1.639,1.198,2598850916,64.97,460849,597456
2021-01-01 00:10:54,1.4,95.0,0.0,0.0,0.0,0.0,1601951858,40.05,752152,550716
2021-01-01 00:10:55,34.8,63.38,33.18,1.705,1.015,0.692,2346784680,58.67,596690,491866
2021-01-01 00:10:56,38.72,62.68,33.88,1.053,1.228,0.914,1498756171,37.47,486973,349989
2021-01-01 00:10:57,36.56,62.09,35.41,1.234,0.987,0.579,2537915805,63.45,557947,456090
2021-01-01 00:10:58,31.93,65.41,27.02,1.711,1.559,1.188,1657535279,41.44,291020,477399
2021-01-01 00:10:59,35.29,60.25,34.27,1.485,1.119,0.834,2056901463,51.42,596237,470217
2021-01-01 00:11:00,44.7,53.8,40.2,1.845,1.465,1.063,1511242043,37.78,417970,346647
2021-01-01 00:11:01,40.58,54.18,38.35,2.263,1.72,1.273,1595005664,39.88,508973,543443
2021-01-01 00:11:02,38.81,61.88,34.05,1.626,1.794,1.22,2269324114,56.73,427237,381908
2021-01-01 00:11:03,42.34,54.2,40.07,1.481,1.236,0.88,2308448693,57.71,437868,654610
2021-01-01 00:11:04,49.75,51.64,46.13,1.905,1.417,0.993,2071807679,51.8,481886,514802
2021-01-01 00:11:05,34.29,63.91,32.97,1.031,0.494,0.345,2222324499,55.56,507683,597926
2021-01-01 00:11:06,36.51,58.47,34.54,1.837,1.865,1.238,2313463622,57.84,497308,595859
2021-01-01 00:11:07,12.66,84.84,8.56,0.679,0.51,0.233,1794746940,44.87,499801,707793
2021-01-01 00:11:08,76.52,22.5,73.4,3.398,2.867,1.973,1580311569,39.51,337431,518188
2021-01-01 00:11:09,21.84,78.61,17.12,1.237,1.161,0.774,1995888984,49.9,733204,460993
2021-01-01 00:11:10,16.6,80.92,13.88,0.54,0.339,0.164,1826839644,45.67,523198,462921
2021-01-01 00:11:11,71.37,31.11,66.89,2.571,2.192,1.619,2116586444,52.91,543756,649610
2021-01-01 00:11:12,42.3,57.05,39.5,1.676,1.22,0.737,2164408583,54.11,466000,367976
2021-01-01 00:11:13,45.07,56.6,40.15,1.541,1.035,0.707,1795504762,44.89,412584,412187
2021-01-01 00:11:14,60.3,41.04,55.46,2.461,2.202,1.658,2211232562,55.28,515103,523699
2021-01-01 00:11:15,45.01,50.47,42.7,2.14,1.681,1.267,2196241512,54.91,528927,484720
2021-01-01 00:11:16,55.41,45.46,50.86,2.166,1.836,1.407,2216995273,55.42,630180,596764
2021-01-01 00:11:17,12.86,88.38,8.47,0.559,0.53,0.312,1877662286,46.94,707761,366130
2021-01-01 00:11:18,20.7,76.12,18.86,0.8,0.768,0.616,2233976649,55.85,647702,493305
2021-01-01 00:11:19,15.17,81.14,11.67,0.848,0.367,0.15,2156000684,53.9,323347,481298
2021-01-01 00:11:20,24.97,72.87,23.68,0.799,0.522,0.338,2192055393,54.8,453958,392775
2021-01-01 00:11:21,56.79,45.09,52.44,1.613,1.225,0.839,2503336568,62.58,533581,587866
2021-01-01 00:11:22,43.42,54.14,41.72,1.878,1.336,0.878,2098332256,52.46,459971,490821
2021-01-01 00:11:23,25.47,69.33,24.18,1.315,1.138,0.76,1817911332,45.45,495617,486592
2021-01-01 00:11:24,53.66,43.64,51.06,2.28,2.062,1.394,1666863640,41.67,285486,417529
2021-01-01 00:11:25,23.76,72.65,20.45,0.758,0.876,0.515,2338380847,58.46,591421,463013
2021-01-01 00:11:26,38.33,58.33,33.91,1.193,0.886,0.706,2107192302,52.68,312454,397837
2021-01-01 00:11:27,41.85,56.29,36.95,1.822,1.516,1.043,2501006596,62.53,342751,586376
2021-01-01 00:11:28,24.57,72.56,21.82,1.025,0.909,0.657,1391134342,34.78,398532,603281
2021-01-01 00:11:29,27.74,68.54,26.5,1.072,0.982,0.704,2273200126,56.83,490246,668006
2021-01-01 00:11:30,45.31,56.44,41.31,2.359,1.712,1.204,1921658799,48.04,337727,543405
2021-01-01 00:11:31,16.12,79.23,12.86,0.361,0.653,0.466,1893943701,47.35,393960,466078
2021-01-01 00:11:32,52.88,45.61,50.09,2.648,2.304,1.582,1770557647,44.26,614894,453103
2021-01-01 00:11:33,28.28,71.04,26.04,1.141,1.103,0.914,2269871304,56.75,488763,549064
2021-01-01 00:11:34,26.33,70.68,23.32,0.502,0.643,0.526,2184060853,54.6,543354,520086
2021-01-01 00:11:35,41.53,57.12,39.17,1.607,1.393,0.977,1657285392,41.43,376375,482579
2021-01-01 00:11:36,31.87,66.64,27.85,1.563,1.045,0.687,2049476431,51.24,494616,473792
2021-01-01 00:11:37,54.69,42.96,51.52,2.078,1.635,1.132,2211834299,55.3,486413,617119
2021-01-01 00:11:38,24.26,75.57,19.76,0.528,0.092,0.106,2053403157,51.34,420472,456815
2021-01-01 00:11:39,37.24,58.92,34.07,1.44,1.235,1.015,2332352090,58.31,494892,634667
2021-01-01 00:11:40,44.53,53.83,42.58,1.524,1.185,0.693,1912988436,47.82,310787,518213
2021-01-01 00:11:41,22.32,77.39,17.92,1.041,0.824,0.643,1323692698,33.09,543860,463211
2021-01-01 00:11:42,46.93,51.07,43.7,2.109,1.928,1.462,2056015268,51.4,460050,421473
2021-01-01 00:11:43,55.36,40.49,53.53,1.897,1.427,0.85,2054187730,51.35,474278,484547
2021-01-01 00:11:44,58.54,38.25,55.05,2.13,1.654,1.139,2093355949,52.33,585176,550336
2021-01-01 00:11:45,27.39,70.67,24.96,1.323,1.063,0.637,2332093729,58.3,543203,462298
2021-01-01 00:11:46,56.15,42.35,51.77,1.988,1.223,0.899,1414261024,35.36,468166,585033
2021-01-01 00:11:47,12.05,87.86,9.23,0.157,0.073,0.015,1928455008,48.21,388341,457304
2021-01-01 00:11:48,66.02,30.29,62.11,2.287,1.333,0.92,1723202657,43.08,632866,487521
2021-01-01 00:11:49,10.14,86.95,8.75,0.511,0.292,0.163,1637590883,40.94,365987,371330
2021-01-01 00:11:50,31.56,64.65,28.98,1.355,1.255,0.951,1978310300,49.46,562936,555947
2021-01-01 00:11:51,42.8,60.01,37.87,1.507,1.295,0.929,2210546609,55.26,340260,473282
2021-01-01 00:11:52,47.73,53.27,43.5,1.911,1.41,1.01,2090283981,52.26,591787,657887
2021-01-01 00:11:53,29.31,67.41,27.67,1.63,1.312,0.935,1793743273,44.84,601060,570481
2021-01-01 00:11:54,34.0,60.84,31.89,1.068,0.639,0.505,1956358520,48.91,308738,508449
2021-01-01 00:11:55,19.22,77.94,16.9,0.183,0.146,0.076,2278968933,56.97,544933,622517
2021-01-01 00:11:56,32.94,63.08,29.34,1.454,1.749,1.395,2204938773,55.12,536650,540510
2021-01-01 00:11:57,35.52,63.6,31.49,1.388,1.479,0.912,1834168996,45.85,570304,600826
2021-01-01 00:11:58,43.18,55.87,39.18,1.514,1.222,0.683,1814751087,45.37,536524,413762
2021-01-01 00:11:59,39.87,60.46,36.83,1.79,1.464,0.844,1485054751,37.13,403768,546118
2021-01-01 00:12:00,31.52,65.91,27.28,1.513,1.014,0.502,1871176599,46.78,478276,550272
2021-01-01 00:12:01,63.65,35.62,60.9,1.883,1.346,1.01,1479263320,36.98,666464,345525
2021-01-01 00:12:02,53.07,41.03,51.57,1.927,1.614,1.185,2620120906,65.5,389218,650662
2021-01-01 00:12:03,23.41,72.38,20.15,1.632,1.2,0.961,1743464552,43.59,532285,383966
2021-01-01 00:12:04,33.37,63.78,28.56,1.51,1.389,0.866,2332694256,58.32,615125,370103
2021-01-01 00:12:05,40.62,58.43,36.44,1.828,1.776,1.318,2545431862,63.64,400924,215131
2021-01-01 00:12:06,35.8,61.45,32.49,1.784,1.494,1.051,2064860422,51.62,358321,547385
2021-01-01 00:12:07,30.55,66.37,26.96,1.227,1.002,0.718,1969995723,49.25,373389,335693
2021-01-01 00:12:08,48.9,53.04,44.18,2.195,1.42,1.056,1603290423,40.08,539497,448308
2021-01-01 00:12:09,47.67,49.44,44.95,2.122,1.847,1.217,1848619963,46.22,372539,583786
2021-01-01 00:12:10,36.09,64.03,33.76,1.605,1.055,0.997,2481189514,62.03,486463,519205
2021-01-01 00:12:11,53.52,46.4,48.61,2.044,1.552,1.219,2105375788,52.63,637127,437630
2021-01-01 00:12:12,34.34,67.18,29.89,1.425,1.332,0.879,2008504462,50.21,494869,340932
2021-01-01 00:12:13,63.7,35.5,61.4,2.371,2.103,1.363,2393636962,59.84,422218,489238
2021-01-01 00:12:14,22.21,76.46,19.35,0.892,0.62,0.426,2208887164,55.22,512540,585527
2021-01-01 00:12:15,29.98,68.09,27.32,0.849,0.597,0.436,1955638055,48.89,493132,570083
2021-01-01 00:12:16,31.04,64.82,29.44,1.004,0.664,0.571,2064876750,51.62,545265,678678
2021-01-01 00:12:17,26.69,75.7,21.85,0.983,0.547,0.266,1769580488,44.24,661914,434654
2021-01-01 00:12:18,11.67,85.92,9.06,0.184,0.02,0.043,1831687806,45.79,539676,368296
2021-01-01 00:12:19,25.27,76.14,20.77,0.859,0.365,0.102,1938110411,48.45,703378,530995
2021-01-01 00:12:20,63.03,33.29,61.27,2.472,2.114,1.524,2167241318,54.18,545530,521142
2021-01-01 00:12:21,55.68,41.69,52.49,2.348,1.957,1.359,1625791108,40.64,423266,499514
2021-01-01 00:12:22,44.27,51.49,43.17,2.055,1.756,1.423,2022872099,50.57,728830,425360
2021-01-01 00:12:23,36.39,61.23,32.34,1.317,0.862,0.449,1883041351,47.08,487518,234662
2021-01-01 00:12:24,30.72,68.59,27.4,1.629,1.065,0.882,1729721234,43.24,394510,399338
2021-01-01 00:12:25,47.0,49.92,43.49,2.161,1.74,1.048,1884652535,47.12,732372,555706
2021-01-01 00:12:26,33.03,63.58,31.82,1.472,1.191,0.701,1303579021,32.59,426688,528396
2021-01-01 00:12:27,47.51,49.43,45.66,1.946,1.528,0.902,1772723397,44.32,422761,596526
2021-01-01 00:12:28,43.84,51.57,42.54,1.849,1.422,1.02,1670153935,41.75,444852,534518
2021-01-01 00:12:29,60.42,39.62,58.27,2.773,2.561,1.675,1916025187,47.9,516462,573601
2021-01-01 00:12:30,50.73,46.85,47.22,2.396,2.002,1.267,1316063053,32.9,593086,576473
2021-01-01 00:12:31,57.15,40.41,53.88,2.686,2.543,1.801,2057267823,51.43,235120,502047
2021-01-01 00:12:32,53.56,46.02,50.12,2.155,1.978,1.43,2272826988,56.82,592650,502749
2021-01-01 00:12:33,24.23,76.45,21.04,1.136,1.249,0.879,1964811088,49.12,444546,209113
2021-01-01 00:12:34,53.16,46.38,51.07,2.53,1.809,1.25,2149637562,53.74,458710,434341
2021-01-01 00:12:35,1.98,95.0,0.0,0.0,0.119,0.266,1846180833,46.15,671519,438659
2021-01-01 00:12:36,27.43,67.98,25.88,1.002,0.715,0.515,1533613662,38.34,521330,489119
2021-01-01 00:12:37,38.3,63.34,33.9,1.537,0.897,0.708,2000507396,50.01,544770,406966
2021-01-01 00:12:38,51.66,47.67,48.19,2.336,2.168,1.532,2204113513,55.1,495143,593756
2021-01-01 00:12:39,25.16,71.03,23.42,1.281,0.966,0.566,1602683562,40.07,576364,411849
2021-01-01 00:12:40,42.83,51.87,41.12,1.644,1.104,0.828,1860431817,46.51,661801,610243
2021-01-01 00:12:41,39.92,62.31,35.42,1.144,0.832,0.517,1925865079,48.15,252493,403884
2021-01-01 00:12:42,5.55,95.0,1.58,0.296,0.077,0.045,2855422293,71.39,608461,439622
2021-01-01 00:12:43,37.3,59.0,33.66,1.216,0.834,0.615,2067011358,51.68,654703,432018
2021-01-01 00:12:44,22.91,77.66,20.28,0.469,0.331,0.038,1428327926,35.71,550106,450376
2021-01-01 00:12:45,48.98,49.86,46.93,1.58,1.61,0.966,1354144729,33.85,432263,617863
2021-01-01 00:12:46,37.3,59.86,32.39,1.59,1.139,0.888,2219149649,55.48,384772,467291
2021-01-01 00:12:47,11.58,86.93,7.39,0.872,1.029,0.654,2745509592,68.64,736184,469834
2021-01-01 00:12:48,47.7,50.94,45.49,1.92,1.705,1.132,1915707654,47.89,409501,425820
2021-01-01 00:12:49,14.48,87.51,10.09,0.642,0.593,0.432,1897754122,47.44,651764,474020
2021-01-01 00:12:50,30.95,70.92,26.91,1.593,1.424,0.958,2129232252,53.23,539051,521644
2021-01-01 00:12:51,46.87,51.85,44.68,1.412,1.132,0.834,1760511077,44.01,704583,478483
2021-01-01 00:12:52,25.67,69.75,22.96,1.183,1.203,0.837,1236753613,30.92,468173,484970
2021-01-01 00:12:53,22.42,74.83,20.67,0.893,0.828,0.599,2311179316,57.78,339241,601603
2021-01-01 00:12:54,25.57,69.55,24.13,1.193,0.621,0.365,1816045361,45.4,500217,527364
2021-01-01 00:12:55,59.73,36.65,55.84,2.244,1.855,1.318,2315035359,57.88,351355,384911
2021-01-01 00:12:56,48.34,49.28,46.27,1.688,1.507,1.166,1771703962,44.29,767706,491473
2021-01-01 00:12:57,44.68,56.45,40.4,1.829,1.406,0.927,2036533738,50.91,562949,446164
2021-01-01 00:12:58,40.85,59.03,35.87,2.129,1.728,1.301,2256449584,56.41,577813,552102
2021-01-01 00:12:59,24.42,69.43,23.12,1.235,0.866,0.601,2321105285,58.03,577877,510293
2021-01-01 00:13:00,33.3,62.77,30.4,1.18,0.668,0.541,2069896600,51.75,430641,613031
2021-01-01 00:13:01,61.76,40.05,57.55,2.068,1.344,0.954,2054971728,51.37,486796,425995
2021-01-01 00:13:02,32.23,65.77,28.08,0.785,0.32,0.221,2185911854,54.65,511036,480757
2021-01-01 00:13:03,29.4,69.2,25.36,1.571,1.391,1.008,2139250860,53.48,694388,393588
2021-01-01 00:13:04,26.53,68.42,24.13,0.775,0.122,0.207,1612645839,40.32,384290,495819
2021-01-01 00:13:05,23.86,76.22,21.05,0.857,0.552,0.41,1618375293,40.46,427141,346341
2021-01-01 00:13:06,25.68,72.49,22.3,1.424,0.986,0.738,1367282269,34.18,463706,532148
2021-01-01 00:13:07,30.77,66.85,25.87,0.746,0.541,0.342,2229952400,55.75,432635,494454
2021-01-01 00:13:08,38.96,58.89,36.65,2.006,1.234,1.021,1881281067,47.03,354107,515518
2021-01-01 00:13:09,64.79,35.01,60.1,2.516,2.093,1.529,2246059173,56.15,229529,578813
2021-01-01 00:13:10,33.31,66.35,31.23,0.988,0.535,0.383,2121113172,53.03,317315,522480
2021-01-01 00:13:11,38.29,63.0,33.33,1.457,1.392,0.962,1699271995,42.48,609902,372322
2021-01-01 00:13:12,35.8,63.94,32.11,1.215,0.848,0.691,1963933269,49.1,499178,444412
2021-01-01 00:13:13,54.49,40.69,51.64,2.312,1.83,1.221,1863553384,46.59,583553,491981
2021-01-01 00:13:14,56.15,43.61,52.7,2.052,1.642,0.971,1817232955,45.43,441748,467190
2021-01-01 00:13:15,21.72,75.6,19.63,0.295,0.285,0.207,2274586197,56.86,490166,479404
2021-01-01 00:13:16,36.88,59.19,34.78,1.409,1.135,0.913,2753223041,68.83,661315,662145
2021-01-01 00:13:17,28.49,69.99,27.04,0.733,0.501,0.51,2334861092,58.37,655272,510035
2021-01-01 00:13:18,36.37,60.17,34.91,1.516,1.281,0.886,1991913089,49.8,594197,538225
2021-01-01 00:13:19,35.79,60.17,33.4,1.075,0.954,0.672,2377852327,59.45,520241,299119
2021-01-01 00:13:20,23.07,73.78,19.02,0.776,0.468,0.38,2513870795,62.85,551796,574600
2021-01-01 00:13:21,45.73,51.94,42.3,1.884,1.592,1.088,1582288765,39.56,537063,785196
2021-01-01 00:13:22,34.29,61.11,32.88,1.308,1.285,0.951,2367456428,59.19,483307,634565
2021-01-01 00:13:23,48.94,52.71,44.53,2.033,1.767,1.229,2230904605,55.77,459563,455980
2021-01-01 00:13:24,42.62,53.11,39.22,1.909,1.714,1.301,2356435716,58.91,612236,728105
2021-01-01 00:13:25,47.08,54.97,42.24,1.536,1.263,0.956,2243986236,56.1,370437,502749
2021-01-01 00:13:26,34.12,62.92,30.43,1.345,0.889,0.703,1931681297,48.29,648735,530654
2021-01-01 00:13:27,45.73,52.38,44.03,0.83,0.502,0.331,2609861193,65.25,472455,473256
2021-01-01 00:13:28,16.91,78.38,14.02,0.751,0.665,0.658,2101879582,52.55,368594,470668
2021-01-01 00:13:29,51.17,46.11,47.57,1.956,1.754,1.276,1869701893,46.74,445449,275190
2021-01-01 00:13:30,37.89,56.7,36.77,1.22,1.534,1.098,2151793404,53.79,412559,578749
2021-01-01 00:13:31,44.86,52.89,43.8,1.889,1.708,1.119,2291718770,57.29,442432,470300
2021-01-01 00:13:32,15.69,81.17,14.17,0.979,0.549,0.375,2028428322,50.71,440604,481193
2021-01-01 00:13:33,33.91,62.39,31.9,1.213,0.817,0.584,2117940915,52.95,436630,527333
2021-01-01 00:13:34,21.19,74.9,18.48,0.564,0.907,0.556,2026510124,50.66,469204,458542
2021-01-01 00:13:35,63.2,37.12,60.25,2.578,2.019,1.384,1801977280,45.05,493522,526382
2021-01-01 00:13:36,30.39,63.39,28.83,0.815,0.661,0.446,1753452662,43.84,576385,620306
2021-01-01 00:13:37,23.64,72.71,19.95,0.748,0.406,0.29,1579155114,39.48,475504,540481
2021-01-01 00:13:38,39.18,60.58,35.8,1.934,1.86,1.126,2455406010,61.39,532602,484650
2021-01-01 00:13:39,19.93,75.31,17.75,0.816,0.753,0.513,1932974825,48.32,500753,487650
2021-01-01 00:13:40,44.4,51.55,43.34,1.212,0.815,0.533,971727469,24.29,554058,520059
2021-01-01 00:13:41,16.11,80.43,14.8,0.105,0.0,0.0,2118959923,52.97,504667,416784
2021-01-01 00:13:42,4.93,93.75,2.36,0.246,0.258,0.284,2112748131,52.82,435317,520785
2021-01-01 00:13:43,42.33,53.8,40.71,1.952,1.57,1.304,1440029695,36.0,408180,568457
2021-01-01 00:13:44,43.58,52.55,41.08,1.258,1.173,0.889,1750281137,43.76,521022,508751
2021-01-01 00:13:45,18.04,81.01,14.53,0.856,0.795,0.433,1737113289,43.43,627337,457586
2021-01-01 00:13:46,14.53,82.88,11.34,0.98,0.731,0.477,1777319692,44.43,477087,471289
2021-01-01 00:13:47,44.4,51.33,42.48,2.342,1.765,1.295,2363832758,59.1,429913,565216
2021-01-01 00:13:48,43.26,52.85,40.89,1.83,1.432,1.051,1955336735,48.88,474382,389982
2021-01-01 00:13:49,46.24,54.9,42.79,2.002,1.491,1.143,1871829534,46.8,443860,418354
2021-01-01 00:13:50,58.34,38.94,53.9,1.694,1.329,0.921,2336716982,58.42,433301,339309
2021-01-01 00:13:51,53.95,45.31,49.94,2.788,2.234,1.527,2148604323,53.72,355640,503399
2021-01-01 00:13:52,55.63,44.01,52.42,2.053,1.462,1.199,1477706522,36.94,475559,586188
2021-01-01 00:13:53,51.47,47.53,49.02,1.779,1.549,1.09,1815012908,45.38,523577,633148
2021-01-01 00:13:54,39.05,58.51,36.59,1.486,1.114,0.678,2096588626,52.41,391809,654866
2021-01-01 00:13:55,34.67,62.52,30.15,1.84,1.304,1.06,1719832959,43.0,412166,430952
2021-01-01 00:13:56,14.64,82.25,13.48,1.248,0.928,0.5,2608866436,65.22,405193,525003
2021-01-01 00:13:57,54.46,44.0,49.5,2.216,1.821,0.925,2033863629,50.85,361332,459768
2021-01-01 00:13:58,27.36,73.72,23.7,1.394,1.132,0.869,1773987098,44.35,404440,664764
2021-01-01 00:13:59,43.15,55.72,39.42,1.739,1.475,1.124,1663116906,41.58,480214,630344
2021-01-01 00:14:00,35.03,58.17,33.88,1.09,1.052,0.778,2278258276,56.96,365794,516807
2021-01-01 00:14:01,27.78,69.02,24.36,1.554,1.504,0.923,1805641418,45.14,486245,438064
2021-01-01 00:14:02,57.64,42.03,54.7,2.119,1.752,1.221,2113977253,52.85,429653,155195
2021-01-01 00:14:03,31.82,64.59,30.4,1.734,1.173,0.793,1654544192,41.36,407101,356640
2021-01-01 00:14:04,37.38,61.33,35.27,1.885,1.454,0.964,2021059337,50.53,537720,314770
2021-01-01 00:14:05,33.9,66.2,29.34,1.54,1.031,0.863,1809234230,45.23,435987,355376
2021-01-01 00:14:06,33.39,63.13,30.19,1.884,1.847,1.188,1905381675,47.63,452998,687884
2021-01-01 00:14:07,2.65,95.0,0.0,0.776,1.018,0.744,1761115759,44.03,629800,370495
2021-01-01 00:14:08,48.73,49.19,47.44,1.897,1.647,1.273,2307687883,57.69,407994,393905
2021-01-01 00:14:09,45.55,50.77,41.69,1.579,1.435,1.043,1852698807,46.32,656587,407947
2021-01-01 00:14:10,48.88,49.37,45.07,1.396,1.167,0.941,1956962841,48.92,465220,759854
2021-01-01 00:14:11,48.81,50.37,45.35,2.626,2.174,1.578,1971457315,49.29,386386,493754
2021-01-01 00:14:12,48.91,49.12,45.87,1.824,1.14,0.841,2483681036,62.09,444605,599420
2021-01-01 00:14:13,20.61,76.5,17.87,1.165,0.917,0.679,2267092576,56.68,506877,517539
2021-01-01 00:14:14,18.06,79.95,14.69,0.5,0.224,0.218,2237204227,55.93,625450,301559
2021-01-01 00:14:15,46.95,50.06,45.02,2.34,1.928,1.311,1526634013,38.17,579882,653263
2021-01-01 00:14:16,53.62,46.12,48.85,1.935,1.536,0.945,1803082283,45.08,506390,540109
2021-01-01 00:14:17,34.64,65.66,31.29,1.028,1.212,0.944,2356585614,58.91,625995,487828
2021-01-01 00:14:18,45.09,50.28,42.84,1.741,1.576,1.219,1648720755,41.22,311896,676012
2021-01-01 00:14:19,29.51,68.04,26.71,1.021,0.874,0.637,2025204064,50.63,524944,465345
2021-01-01 00:14:20,39.87,61.57,35.64,1.774,1.365,0.901,1680421548,42.01,530993,485558
2021-01-01 00:14:21,59.28,35.77,57.63,2.356,2.22,1.398,1710527823,42.76,532214,465489
2021-01-01 00:14:22,12.88,81.7,10.7,0.703,0.557,0.398,2504235695,62.61,338984,607629
2021-01-01 00:14:23,10.63,85.41,6.91,0.338,0.337,0.101,2215781192,55.39,398308,581382
2021-01-01 00:14:24,48.79,49.26,46.53,1.752,1.41,0.838,2294942068,57.37,483352,527861
2021-01-01 00:14:25,48.74,52.62,44.57,1.775,1.339,0.935,2235122444,55.88,611479,394823
2021-01-01 00:14:26,33.71,62.7,32.19,1.962,1.577,1.027,1958213491,48.96,691526,462976
2021-01-01 00:14:27,37.96,63.41,33.91,1.586,0.877,0.648,1792520987,44.81,433556,394791
2021-01-01 00:14:28,25.42,68.25,24.14,0.422,0.028,0.003,1879372922,46.98,369015,616036
2021-01-01 00:14:29,9.44,88.51,8.39,0.222,0.247,0.112,1942452063,48.56,581576,342527
2021-01-01 00:14:30,45.39,55.68,40.8,1.845,1.789,1.082,2532885820,63.32,761437,659437
2021-01-01 00:14:31,52.54,46.34,49.22,2.655,2.194,1.45,1599093070,39.98,610694,628765
2021-01-01 00:14:32,60.5,37.61,58.09,2.729,2.039,1.346,1833901565,45.85,425136,408147
2021-01-01 00:14:33,47.85,47.32,45.92,1.637,1.021,0.592,1726110990,43.15,786113,458351
2021-01-01 00:14:34,40.96,57.76,37.5,2.364,2.048,1.401,2316986959,57.92,568679,428756
2021-01-01 00:14:35,14.85,85.16,11.81,0.585,0.354,0.133,2556136477,63.9,420898,543023
2021-01-01 00:14:36,50.9,50.46,45.94,2.41,2.057,1.423,2092635907,52.32,693430,641244
2021-01-01 00:14:37,38.32,61.56,33.38,1.186,1.027,0.743,2117304750,52.93,413000,618561
2021-01-01 00:14:38,42.71,57.94,39.17,0.989,0.887,0.538,2027396276,50.68,437891,456706
2021-01-01 00:14:39,21.11,75.99,18.34,0.422,0.344,0.283,2131243696,53.28,572662,625480
2021-01-01 00:14:40,2.96,95.0,0.0,0.0,0.077,0.0,2231946548,55.8,497509,617182
2021-01-01 00:14:41,47.27,50.17,43.54,2.525,1.996,1.286,2127692153,53.19,503700,481116
